text,sentiment
"Public works department maintains sustainability initiative records",1
"National institute maintains genomic data sharing policies",1
"Local health agency maintains maternal health program records",1
"Federal housing department maintains affirmative marketing reports",1
"State transportation safety office maintains impaired driving data",1
"Department of agriculture maintains food safety inspection logs",1
"Public safety commission maintains interoperability testing records",1
"Federal communications commission maintains accessibility compliance files",1
"City planning staff maintains affordable housing tracking data",1
"State health laboratory maintains reference material inventory",1
"National ocean service maintains coastal resilience planning",1
"Consumer bureau maintains servicemember complaint tracking",1
"Local school board maintains extracurricular activity records",1
"Federal aviation administration maintains drone registration database",1
"State revenue department maintains tax policy analysis reports",1
"Public utility commission maintains energy efficiency program data",1
"National science foundation maintains broadening participation reports",1
"Local transit authority maintains paratransit service records",1
"Environmental protection agency maintains environmental justice mapping",1
